"SIC4","NAICS6","SIC_Description","NAICS_Description","Establishments","Employees","Annual_Payroll","Est_weight","Emp_weight","Pay_weight"
"7999","532292","Amusement & recreation services, n.e.c.","Recreational Goods Rental",1856,10595,140408966,0.03,0.01,0.01
"7999","561599","Amusement & recreation services, n.e.c.","All Other Travel Arrangement and Reservation Services",3654,70649,1746314279,0.06,0.06,0.1
"7999","611620","Amusement & recreation services, n.e.c.","Sports and Recreation Instruction",6560,44527,539430267,0.1,0.04,0.03
"7999","711190","Amusement & recreation services, n.e.c.","Other Performing Arts Companies",598,3735,115975462,0.01,0,0.01
"7999","711219","Amusement & recreation services, n.e.c.","Other Spectator Sports",3360,22810,534052228,0.05,0.02,0.03
"7999","711320","Amusement & recreation services, n.e.c.","Promoters of Performing Arts, Sports, and Similar Events without Facilities",1775,13831,385059141,0.03,0.01,0.02
"7999","712190","Amusement & recreation services, n.e.c.","Nature Parks and Other Similar Institutions",1759,65484,1492072988,0.03,0.06,0.08
"7999","713210","Amusement & recreation services, n.e.c.","Casinos (except Casino Hotels)",535,162849,3385604929,0.01,0.15,0.19
"7999","713290","Amusement & recreation services, n.e.c.","Other Gambling Industries",1460,26137,429422013,0.02,0.02,0.02
"7999","713920","Amusement & recreation services, n.e.c.","Skiing Facilities",336,29128,399382929,0.01,0.03,0.02
"7999","713940","Amusement & recreation services, n.e.c.","Fitness and Recreational Sports Centers",21549,423106,5388239285,0.34,0.39,0.3
"7999","713990","Amusement & recreation services, n.e.c.","All Other Amusement and Recreation Industries",15985,186762,2661083861,0.26,0.17,0.15
"8011","621111","Offices & clinics of doctors of medicine","Offices of Physicians (except Mental Health Specialists)",175218,1614149,88050298911,0.92,0.9,0.92
"8011","621112","Offices & clinics of doctors of medicine","Offices of Physicians, Mental Health Specialists",9423,39173,1920085586,0.05,0.02,0.02
"8011","621491","Offices & clinics of doctors of medicine","HMO Medical Centers",1377,77701,3299730489,0.01,0.04,0.03
"8011","621493","Offices & clinics of doctors of medicine","Freestanding Ambulatory Surgical and Emergency Centers",3605,53063,2428009401,0.02,0.03,0.03
"8021","621210","Offices & clinics of dentists","Offices of Dentists",108731,630318,18355322297,1,1,1
"8031","621111","Offices & clinics of doctors of osteopathy","Offices of Physicians (except Mental Health Specialists)",175218,1614149,88050298911,0.95,0.98,0.98
"8031","621112","Offices & clinics of doctors of osteopathy","Offices of Physicians, Mental Health Specialists",9423,39173,1920085586,0.05,0.02,0.02
"8041","621310","Offices & clinics of chiropractors","Offices of Chiropractors",28977,86256,1852279019,1,1,1
"8042","621320","Offices & clinics of optometrists","Offices of Optometrists",16231,78430,1812591023,1,1,1
"8043","621391","Offices & clinics of podiatrists","Offices of Podiatrists",7978,28612,772315065,1,1,1
"8049","621330","Offices & clinics of health practitioners, n.e.c.","Offices of Mental Health Practitioners (except Physicians)",14133,54733,1526372399,0.42,0.23,0.21
"8049","621340","Offices & clinics of health practitioners, n.e.c.","Offices of Physical, Occupational and Speech Therapists, and Audiologists",14597,159050,5037243757,0.43,0.66,0.69
"8049","621399","Offices & clinics of health practitioners, n.e.c.","Offices of All Other Miscellaneous Health Practitioners",4877,25647,746630478,0.15,0.11,0.1
"8062","622110","General medical & surgical hospitals","General Medical and Surgical Hospitals",6841,4511348,142781441924,1,1,1
"8063","622210","Psychiatric hospitals","Psychiatric and Substance Abuse Hospitals",1819,270605,8162310561,1,1,1
"8069","622110","Specialty hospitals, except psychiatric","General Medical and Surgical Hospitals",6841,4511348,142781441924,0.73,0.92,0.92
"8069","622210","Specialty hospitals, except psychiatric","Psychiatric and Substance Abuse Hospitals",1819,270605,8162310561,0.19,0.05,0.05
"8069","622310","Specialty hospitals, except psychiatric","Specialty (except Psychiatric and Substance Abuse) Hospitals",709,142567,4654384664,0.08,0.03,0.03
"8071","621511","Medical laboratories","Medical Laboratories",4840,118294,4016973615,0.6,0.78,0.73
"8071","621512","Medical laboratories","Diagnostic Imaging Centers",3264,34297,1477872157,0.4,0.22,0.27
"8072","339116","Dental laboratories","Dental Laboratories",7824,43654,1106992809,1,1,1
"8082","621610","Home health care services","Home Health Care Services",15984,749838,14181721946,1,1,1
"8092","621492","Kidney dialysis centers","Kidney Dialysis Centers",1750,50895,1559581781,1,1,1
"8093","621410","Specialty outpatient facilities, n.e.c.","Family Planning Centers",1547,25383,630957398,0.17,0.1,0.09
"8093","621420","Specialty outpatient facilities, n.e.c.","Outpatient Mental Health and Substance Abuse Centers",5110,148847,3647858805,0.55,0.59,0.54
"8093","621498","Specialty outpatient facilities, n.e.c.","All Other Outpatient Care Centers",2567,78174,2423563434,0.28,0.31,0.36
"8099","541430","Health & allied services, n.e.c.","Graphic Design Services",14878,66325,2728980699,0.61,0.39,0.48
"8099","541922","Health & allied services, n.e.c.","Commercial Photography",3943,13519,472787096,0.16,0.08,0.08
"8099","621410","Health & allied services, n.e.c.","Family Planning Centers",1547,25383,630957398,0.06,0.15,0.11
"8099","621991","Health & allied services, n.e.c.","Blood and Organ Banks",1212,41171,1122120527,0.05,0.24,0.2
"8099","621999","Health & allied services, n.e.c.","All Other Miscellaneous Ambulatory Health Care Services",2659,24320,738579558,0.11,0.14,0.13
"8111","541110","Legal services","Offices of Lawyers",162021,944453,47910467576,1,1,1
"8231","514120","Legal services","Libraries and Archives",6173,143896,2901400530,1,1,1
"8243","611420","Data processing schools","Computer Training",2628,23233,834965879,0.45,0.28,0.32
"8243","611519","Data processing schools","Other Technical and Trade Schools",3228,59033,1736773923,0.55,0.72,0.68
"8244","611410","Business & secretarial schools","Business and Secretarial Schools",530,13489,274561046,1,1,1
"8249","611512","Vocational schools, n.e.c.","Flight Training",923,13695,381017270,0.18,0.17,0.16
"8249","611513","Vocational schools, n.e.c.","Apprenticeship Training",1086,8500,209574941,0.21,0.1,0.09
"8249","611519","Vocational schools, n.e.c.","Other Technical and Trade Schools",3228,59033,1736773923,0.62,0.73,0.75
"8299","611430","Schools & educational services, n.e.c.","Professional and Management Development Training",5505,36789,1236520973,0.21,0.18,0.27
"8299","611512","Schools & educational services, n.e.c.","Flight Training",923,13695,381017270,0.04,0.07,0.08
"8299","611610","Schools & educational services, n.e.c.","Fine Arts Schools",7111,42627,559875487,0.27,0.21,0.12
"8299","611630","Schools & educational services, n.e.c.","Language Schools",1019,12046,193641662,0.04,0.06,0.04
"8299","611691","Schools & educational services, n.e.c.","Exam Preparation and Tutoring",2913,28037,389737722,0.11,0.14,0.09
"8299","611692","Schools & educational services, n.e.c.","Automobile Driving Schools",1776,10093,145165272,0.07,0.05,0.03
"8299","611699","Schools & educational services, n.e.c.","All Other Miscellaneous Schools and Instruction",2782,21449,483603504,0.11,0.11,0.11
"8299","611710","Schools & educational services, n.e.c.","Educational Support Services",4195,36400,1157332312,0.16,0.18,0.25
"8322","624110","Individual & family social services","Child and Youth Services",7189,144615,3099031942,0.18,0.17,0.19
"8322","624120","Individual & family social services","Services for the Elderly and Persons with Disabilities",8695,267743,4168077249,0.22,0.32,0.26
"8322","624190","Individual & family social services","Other Individual and Family Services",16484,316133,7072372808,0.41,0.38,0.44
"8322","624210","Individual & family social services","Community Food Services",2775,27059,408216975,0.07,0.03,0.03
"8322","624221","Individual & family social services","Temporary Shelters",2150,35855,624056789,0.05,0.04,0.04
"8322","624229","Individual & family social services","Other Community Housing Services",1311,17270,341909360,0.03,0.02,0.02
"8322","624230","Individual & family social services","Emergency and Other Relief Services",1510,24185,544134548,0.04,0.03,0.03
"8331","624310","Job training & vocational rehabilitation services","Vocational Rehabilitation Services",10104,296688,5281500294,1,1,1
"8351","624410","Child daycare services","Child Day Care Services",55347,594649,7281875870,1,1,1
"8361","623220","Residential care","Residential Mental Health and Substance Abuse Facilities",4638,132980,2669572601,0.2,0.27,0.29
"8361","623312","Residential care","Homes for the Elderly",12884,209540,3080674153,0.56,0.42,0.34
"8361","623990","Residential care","Other Residential Care Facilities",5495,158486,3330773887,0.24,0.32,0.37
"8399","813212","Social services, n.e.c.","Voluntary Health Organizations",2572,36616,1006698359,0.15,0.17,0.19
"8399","813219","Social services, n.e.c.","Other Grantmaking and Giving Services",3505,51591,1405687639,0.2,0.23,0.26
"8399","813311","Social services, n.e.c.","Human Rights Organizations",2942,39031,891360045,0.17,0.18,0.17
"8399","813312","Social services, n.e.c.","Environment, Conservation and Wildlife Organizations",2519,23766,511023110,0.14,0.11,0.1
"8399","813319","Social services, n.e.c.","Other Social Advocacy Organizations",5970,70755,1489723957,0.34,0.32,0.28
"8412","712110","Museums & art galleries","Museums",2961,69625,1597879710,0.86,0.85,0.87
"8412","712120","Museums & art galleries","Historical Sites",495,12054,234902162,0.14,0.15,0.13
"8422","712130","Arboreta & botanical or zoological gardens","Zoos and Botanical Gardens",441,22769,447124379,0.2,0.26,0.23
"8422","712190","Arboreta & botanical or zoological gardens","Nature Parks and Other Similar Institutions",1759,65484,1492072988,0.8,0.74,0.77
"8611","813910","Business associations","Business Associations",19013,116369,4342538521,1,1,1
"8621","813920","Professional membership organizations","Professional Organizations",5557,60781,2489095890,1,1,1
"8641","624110","Civic, social, & fraternal associations","Child and Youth Services",7189,144615,3099031942,0.14,0.24,0.32
"8641","813410","Civic, social, & fraternal associations","Civic and Social Organizations",30508,384804,5076406821,0.58,0.63,0.52
"8641","813990","Civic, social, & fraternal associations","Other Similar Organizations (except Business, Professional, Labor, and Political Organizations)",14988,83090,1574834172,0.28,0.14,0.16
"8699","561599","Membership organizations, n.e.c.","All Other Travel Arrangement and Reservation Services",3654,70649,1746314279,0.05,0.1,0.13
"8699","813312","Membership organizations, n.e.c.","Environment, Conservation and Wildlife Organizations",2519,23766,511023110,0.04,0.04,0.04
"8699","813410","Membership organizations, n.e.c.","Civic and Social Organizations",30508,384804,5076406821,0.43,0.57,0.38
"8699","813910","Membership organizations, n.e.c.","Business Associations",19013,116369,4342538521,0.27,0.17,0.33
"8699","813990","Membership organizations, n.e.c.","Other Similar Organizations (except Business, Professional, Labor, and Political Organizations)",14988,83090,1574834172,0.21,0.12,0.12
"8711","541330","Engineering services","Engineering Services",51296,735568,36860349853,1,1,1
"8712","541310","Architectural services","Architectural Services",20153,149671,6844736027,1,1,1
"8713","541360","Surveying services","Geophysical Surveying and Mapping Services",1664,13130,506163966,0.17,0.21,0.26
"8713","541370","Surveying services","Surveying and Mapping (except Geophysical) Services",8404,49939,1414834748,0.83,0.79,0.74
"8721","541211","Accounting, auditing, & bookkeeping services","Offices of Certified Public Accountants",52762,357078,15163657005,0.58,0.49,0.51
"8721","541214","Accounting, auditing, & bookkeeping services","Payroll Services",4821,138298,6107596474,0.05,0.19,0.21
"8721","541219","Accounting, auditing, & bookkeeping services","Other Accounting Services",34049,227567,8379004932,0.37,0.31,0.28
"8731","541710","Commercial physical & biological research","Research and Development in the Physical, Engineering, and Life Sciences",12709,426391,24533561819,1,1,1
"8732","541720","Commercial economic, sociological, & educational research","Research and Development in the Social Sciences and Humanities",4285,67557,2674219821,0.47,0.38,0.44
"8732","541910","Commercial economic, sociological, & educational research","Marketing Research and Public Opinion Polling",4757,112385,3447954296,0.53,0.62,0.56
"8733","541710","Noncommercial research organizations","Research and Development in the Physical, Engineering, and Life Sciences",12709,426391,24533561819,0.75,0.86,0.9
"8733","541720","Noncommercial research organizations","Research and Development in the Social Sciences and Humanities",4285,67557,2674219821,0.25,0.14,0.1
"8734","541380","Testing laboratories","Testing Laboratories",7856,118329,5068363604,1,1,1
